,probs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.2417303374571288,0.0044858474,2.3061035e-05,3.7484933e-06,1.914913e-05,0.00055420224,0.017040247,0.20341305,0.74043137,1.2407624,1.7738812,2.4439602,2.897107,3.0302405,2.961727,2.6238718,1.9423265,1.2603952,0.85241306,0.3686637,0.059021004,0.0033981276,0.00023291293,0.0001447354,0.0052637397
1,0.24173033745712882,0.0027258685,8.171429e-06,9.989819e-07,6.659008e-06,0.00032026545,0.013681447,0.16945872,0.65341514,1.3419499,2.1167054,2.7469625,3.012227,3.0590425,2.9158628,2.4616966,1.5882679,0.98286617,0.62746507,0.25094408,0.03302212,0.0016154046,0.00013343616,0.00013376858,0.0062905313
2,0.38292492254802624,0.0047740564,2.3879902e-05,3.6226954e-06,1.6726393e-05,0.0005548521,0.021199426,0.29237056,0.95157933,1.4146713,1.8810726,2.5224419,2.927245,3.0441394,2.9714942,2.646803,1.9825494,1.3727865,1.0318527,0.52820307,0.09678242,0.0055355546,0.00031130898,0.00014179671,0.004559372
3,0.38292492254802624,0.002927891,1.3074124e-05,2.6503324e-06,1.7132568e-05,0.0005122099,0.013068975,0.13696408,0.50083005,0.89139843,1.3304278,2.1163957,2.7532234,2.9484768,2.71617,2.048782,1.2462151,0.91936207,0.60129184,0.19599289,0.017422717,0.00069845055,8.505464e-05,0.00016952118,0.0100406585
4,0.060597535943081926,0.0033267569,2.210976e-05,6.668318e-06,4.1681953e-05,0.00075299776,0.012817394,0.13015953,0.5621892,1.0398407,1.4152977,2.0515618,2.6750033,2.9275239,2.7974396,2.30372,1.5757153,1.1368908,0.7176719,0.21839051,0.019930692,0.00075385976,5.495498e-05,5.2959665e-05,0.0034050886
5,0.2417303374571288,0.0011352552,1.409462e-06,8.8803745e-08,4.115904e-07,2.3699627e-05,0.0018615145,0.043914977,0.22463784,0.41914657,0.63415164,1.2816598,2.2840595,2.6891723,2.5035567,1.5350395,0.6060014,0.23064812,0.08949868,0.029641228,0.004340242,0.00020950272,9.2287955e-06,4.717963e-06,0.00051151006
6,0.060597535943081926,0.001591302,2.5912445e-06,1.6916916e-07,6.689052e-07,3.281046e-05,0.002606753,0.06884983,0.3490849,0.5674306,0.7237537,1.3157189,2.3406098,2.8936608,2.8848906,2.4222846,1.2420788,0.5759098,0.2961328,0.13188478,0.024144094,0.0010772718,2.7073103e-05,5.97285e-06,0.00042569666
7,0.24173033745712882,0.0019054327,3.9099536e-06,3.119697e-07,1.2862289e-06,4.855656e-05,0.0026138222,0.053212963,0.28243065,0.5475133,0.7959456,1.4947493,2.4113295,2.8198318,2.6603966,1.9375864,0.9736359,0.5002436,0.22454949,0.07290179,0.010126135,0.00047242225,2.1208842e-05,1.0732798e-05,0.00089268317
8,0.2417303374571288,0.0022803515,6.2054337e-06,6.423578e-07,2.7326512e-06,9.332853e-05,0.0047507347,0.10589143,0.5570097,0.9507228,1.1822463,1.8057163,2.593698,2.974042,2.956293,2.5993075,1.7839538,1.0949782,0.7135453,0.29357958,0.03954659,0.0014816786,5.0661212e-05,1.8526944e-05,0.0011328108
9,0.2417303374571288,0.0030036517,1.49527405e-05,3.2787311e-06,1.891148e-05,0.00047411676,0.012204891,0.15168203,0.6239541,1.1023887,1.6121008,2.3119442,2.8471649,3.0189564,2.9366655,2.559909,1.7870884,1.1250857,0.7113772,0.25025386,0.027800463,0.0011000378,6.215958e-05,3.913274e-05,0.0022963707
10,0.38292492254802624,0.00227736,7.6128567e-06,1.3689772e-06,1.0913558e-05,0.000548743,0.022542277,0.2621346,0.7528645,1.0735754,1.4684898,2.2020743,2.802847,3.0105112,2.9274824,2.5376027,1.7434163,1.0799965,0.6643455,0.22764991,0.023845738,0.000960949,7.122203e-05,7.293565e-05,0.004302015
11,0.24173033745712882,0.004376318,1.5193165e-05,1.394272e-06,6.1538026e-06,0.00025373095,0.012500455,0.18629532,0.7214991,1.308286,1.9667083,2.632493,2.9831178,3.073825,2.9845004,2.5992467,1.6606184,0.8987587,0.5695414,0.27492407,0.05011064,0.0026098464,0.000116126255,4.5431414e-05,0.0020411615
12,0.24173033745712882,0.00484271,1.9155048e-05,2.0244793e-06,8.834957e-06,0.00035624608,0.016641092,0.23624699,0.7973549,1.247693,1.781429,2.4811094,2.9261134,3.0508275,2.9891546,2.6749804,2.0041296,1.3196257,0.9517076,0.45878592,0.07522185,0.0037272517,0.00018248346,8.227621e-05,0.0032099148
13,0.2417303374571288,0.00137127,2.924109e-06,3.7273028e-07,2.591531e-06,0.000113514965,0.004957162,0.07902832,0.41829568,0.97489923,1.7233722,2.5092478,2.9426115,3.0439084,2.8819602,2.3673863,1.2575021,0.62341577,0.32412705,0.12489001,0.017507164,0.00072716,3.150487e-05,1.5512736e-05,0.0011398307
14,0.060597535943081926,0.0026142683,9.328903e-06,1.3603305e-06,6.048618e-06,0.00017072298,0.0062964293,0.11642006,0.58067423,1.0324035,1.3991154,2.0973544,2.7325468,2.9707055,2.8363762,2.3534477,1.5573288,1.0779296,0.6829592,0.25102505,0.032235395,0.0015418056,9.178574e-05,5.628942e-05,0.002848806
