,Norm Error,Lognorm Scenario,Probability
0,0.0,9.816372710805016,0.38292492254802624
1,-3.0,-0.9608743178998367,0.005977036246740607
2,-1.0,5.172495495722295,0.24173033745712882
3,2.0,24.164901458007716,0.060597535943081926
4,1.0,15.981141628345757,0.2417303374571288
5,-1.0,5.172495495722295,0.24173033745712882
6,0.0,9.816372710805016,0.38292492254802624
7,0.0,9.816372710805016,0.38292492254802624
8,0.0,9.816372710805016,0.38292492254802624
9,-2.0,1.6742953397677987,0.060597535943081926
10,1.0,15.981141628345757,0.2417303374571288
11,0.0,9.816372710805016,0.38292492254802624
12,0.0,9.816372710805016,0.38292492254802624
13,1.0,15.981141628345757,0.2417303374571288
14,0.0,9.816372710805016,0.38292492254802624
15,-1.0,5.172495495722295,0.24173033745712882
16,1.0,15.981141628345757,0.2417303374571288
17,-1.0,5.172495495722295,0.24173033745712882
18,-3.0,-0.9608743178998367,0.005977036246740607
19,-1.0,5.172495495722295,0.24173033745712882
20,1.0,15.981141628345757,0.2417303374571288
21,0.0,9.816372710805016,0.38292492254802624
22,0.0,9.816372710805016,0.38292492254802624
23,0.0,9.816372710805016,0.38292492254802624
24,1.0,15.981141628345757,0.2417303374571288
25,0.0,9.816372710805016,0.38292492254802624
26,0.0,9.816372710805016,0.38292492254802624
27,-1.0,5.172495495722295,0.24173033745712882
28,-2.0,1.6742953397677987,0.060597535943081926
29,0.0,9.816372710805016,0.38292492254802624
30,3.0,35.02888125115557,0.005977036246740619
31,1.0,15.981141628345757,0.2417303374571288
32,0.0,9.816372710805016,0.38292492254802624
33,1.0,15.981141628345757,0.2417303374571288
34,0.0,9.816372710805016,0.38292492254802624
35,-1.0,5.172495495722295,0.24173033745712882
36,0.0,9.816372710805016,0.38292492254802624
37,-1.0,5.172495495722295,0.24173033745712882
38,0.0,9.816372710805016,0.38292492254802624
39,1.0,15.981141628345757,0.2417303374571288
40,1.0,15.981141628345757,0.2417303374571288
41,1.0,15.981141628345757,0.2417303374571288
42,0.0,9.816372710805016,0.38292492254802624
43,1.0,15.981141628345757,0.2417303374571288
44,0.0,9.816372710805016,0.38292492254802624
45,-1.0,5.172495495722295,0.24173033745712882
46,1.0,15.981141628345757,0.2417303374571288
47,0.0,9.816372710805016,0.38292492254802624
48,1.0,15.981141628345757,0.2417303374571288
49,0.0,9.816372710805016,0.38292492254802624
50,1.0,15.981141628345757,0.2417303374571288
51,2.0,24.164901458007716,0.060597535943081926
52,0.0,9.816372710805016,0.38292492254802624
53,-2.0,1.6742953397677987,0.060597535943081926
54,0.0,9.816372710805016,0.38292492254802624
55,0.0,9.816372710805016,0.38292492254802624
56,1.0,15.981141628345757,0.2417303374571288
57,0.0,9.816372710805016,0.38292492254802624
58,2.0,24.164901458007716,0.060597535943081926
59,-1.0,5.172495495722295,0.24173033745712882
60,-1.0,5.172495495722295,0.24173033745712882
61,-3.0,-0.9608743178998367,0.005977036246740607
62,1.0,15.981141628345757,0.2417303374571288
63,-1.0,5.172495495722295,0.24173033745712882
64,1.0,15.981141628345757,0.2417303374571288
65,1.0,15.981141628345757,0.2417303374571288
66,0.0,9.816372710805016,0.38292492254802624
67,0.0,9.816372710805016,0.38292492254802624
68,-1.0,5.172495495722295,0.24173033745712882
69,1.0,15.981141628345757,0.2417303374571288
70,-1.0,5.172495495722295,0.24173033745712882
71,1.0,15.981141628345757,0.2417303374571288
72,2.0,24.164901458007716,0.060597535943081926
73,-1.0,5.172495495722295,0.24173033745712882
74,2.0,24.164901458007716,0.060597535943081926
75,1.0,15.981141628345757,0.2417303374571288
76,1.0,15.981141628345757,0.2417303374571288
77,-1.0,5.172495495722295,0.24173033745712882
78,0.0,9.816372710805016,0.38292492254802624
79,3.0,35.02888125115557,0.005977036246740619
80,1.0,15.981141628345757,0.2417303374571288
81,1.0,15.981141628345757,0.2417303374571288
82,-1.0,5.172495495722295,0.24173033745712882
83,0.0,9.816372710805016,0.38292492254802624
84,1.0,15.981141628345757,0.2417303374571288
85,-1.0,5.172495495722295,0.24173033745712882
86,1.0,15.981141628345757,0.2417303374571288
87,-1.0,5.172495495722295,0.24173033745712882
88,1.0,15.981141628345757,0.2417303374571288
89,3.0,35.02888125115557,0.005977036246740619
90,-2.0,1.6742953397677987,0.060597535943081926
91,-1.0,5.172495495722295,0.24173033745712882
92,1.0,15.981141628345757,0.2417303374571288
93,-1.0,5.172495495722295,0.24173033745712882
94,1.0,15.981141628345757,0.2417303374571288
95,0.0,9.816372710805016,0.38292492254802624
96,-2.0,1.6742953397677987,0.060597535943081926
97,0.0,9.816372710805016,0.38292492254802624
98,0.0,9.816372710805016,0.38292492254802624
99,-1.0,5.172495495722295,0.24173033745712882
