,probs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.060597535943081926,0.0066717975,7.592711e-05,1.0927001e-05,1.843283e-05,0.00010467603,0.0009893205,0.0064294683,0.03411467,0.11996691,0.3107792,0.60988206,1.0777733,1.6748813,2.2903306,2.5244856,2.0856392,0.60863,0.028571565,0.0009260629,5.0848612e-05,6.058027e-06,2.4991843e-06,1.499741e-05,0.0030000475
1,0.24173033745712882,0.017154153,0.00059389265,0.00021653174,0.00041486262,0.0016677253,0.009738135,0.06051833,0.35068712,1.0561349,1.8088697,2.1305158,2.1833644,2.1758966,2.2205303,2.2526214,1.9493848,0.7820814,0.05913112,0.0018474129,0.00011608294,3.7041005e-05,7.6997836e-05,0.0009798332,0.04638785
2,0.060597535943081926,0.0042770016,5.6361645e-05,1.6771883e-05,4.8373575e-05,0.00055742584,0.00885855,0.11988001,0.7202177,1.7374136,2.3775384,2.6096692,2.6559012,2.575701,2.374739,2.0139678,1.2973756,0.40303984,0.04208178,0.0019688837,0.00010341501,1.5478568e-05,1.9687861e-05,0.00024320984,0.021902999
3,0.24173033745712882,0.02476384,0.0007181548,0.00015469214,0.00021391273,0.0012546089,0.01411313,0.14952439,0.7417766,1.5448993,2.0380142,2.2420049,2.3597286,2.4325988,2.4446998,2.334744,1.906284,1.0134677,0.21901895,0.024892697,0.0024533914,0.00037315948,0.00017655904,0.0006607581,0.027231425
4,0.060597535943081926,0.019002844,0.00078571134,0.00042649973,0.0011783163,0.0061406037,0.027756253,0.09589493,0.26466477,0.58615124,0.9951814,1.340453,1.6079038,1.906209,2.2022216,2.3305044,1.9605397,0.901572,0.13287106,0.01288325,0.0015395617,0.0003404848,0.00021932709,0.0009069224,0.033162206
5,0.060597535943081926,0.01594365,0.0003204749,5.6522967e-05,8.0576145e-05,0.00047039657,0.0048466963,0.040923573,0.21502322,0.6284782,1.1634029,1.6278,2.0560763,2.3936503,2.5995808,2.5881648,2.109639,0.9300142,0.13551426,0.0135438265,0.001483217,0.00021546643,7.44607e-05,0.00022411336,0.013134732
6,0.060597535943081926,0.0029974915,1.9996487e-05,2.341104e-06,3.9373203e-06,4.7073194e-05,0.0016551887,0.060311664,0.7579901,2.2198021,2.7889953,2.9024782,2.8491752,2.650655,2.321323,1.9615637,1.4820722,0.6650278,0.08014406,0.0031877456,0.00014043924,2.4161682e-05,3.7553473e-05,0.0005177165,0.03439297
7,0.38292492254802624,0.018843494,0.00052315096,0.00013953494,0.00024133,0.0016371411,0.018954104,0.1965615,0.87386966,1.6991315,2.1085744,2.2281406,2.2470193,2.21991,2.1572006,2.0345597,1.6907947,0.9584583,0.21157819,0.01859172,0.0012689431,0.00018455726,0.00013299416,0.0008289901,0.036307376
8,0.2417303374571288,0.014956731,0.00042395902,0.0001424122,0.0003302665,0.0024537211,0.02474076,0.19968693,0.8165457,1.626842,2.17713,2.4118404,2.486295,2.44766,2.318867,2.0961723,1.61064,0.78496265,0.14857979,0.012669952,0.0010354731,0.00017266725,0.00015104433,0.00095780205,0.04083113
9,0.2417303374571288,0.017393634,0.0003592164,5.430226e-05,6.431447e-05,0.00033547461,0.0042965813,0.057125196,0.47525665,1.363377,2.137551,2.4347608,2.560699,2.6081328,2.6110709,2.5191083,2.1083815,0.9583572,0.11747489,0.0064694593,0.00044197598,6.253045e-05,3.6790727e-05,0.00020321696,0.014872061
