,probs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.38292492254802624,1.2781596,1.0326154,0.9595227,0.95967895,0.9901192,1.1046579,1.4020714,1.8434877,2.1268835,2.2775006,2.334455,2.3749793,2.3521779,2.31512,2.347715,2.4396636,2.541116,2.521923,2.3152764,1.8619996,1.3967984,1.1222293,1.0769899,1.2273736
1,0.2417303374571288,1.2928948,1.0452632,0.9782188,0.96161026,0.9055093,0.8733554,1.1605078,1.8156666,2.368204,2.5829346,2.6005182,2.5795705,2.5435784,2.5176954,2.479959,2.4209013,2.2099338,1.9248058,1.8130057,1.7661332,1.4413444,1.0419676,0.9245113,1.1233076
2,0.2417303374571288,1.283747,1.0148926,0.8956818,0.84800655,0.9035317,1.1143094,1.510454,2.0720081,2.5303953,2.7728415,2.819522,2.737966,2.5930524,2.5115414,2.4691668,2.3984928,2.011493,1.3582165,0.8708191,0.7626572,0.8050936,0.8805297,0.9898959,1.1910024
3,0.38292492254802624,1.2563183,0.9927841,0.9189876,0.91495514,0.93966246,1.0110816,1.2402521,1.6564299,2.0056765,2.1682568,2.2156549,2.2108068,2.1525102,2.0849395,2.0703983,2.1078935,2.0869176,1.7782757,1.2893711,1.0031544,0.9737086,0.98246115,1.0200099,1.1881579
4,0.24173033745712882,1.3205776,1.0458006,0.9491119,1.0232158,1.2510335,1.5981095,1.8738507,2.0463502,2.0464325,2.0802443,2.2131429,2.4701753,2.6549134,2.7387853,2.7769604,2.8013842,2.7939756,2.7204783,2.6293075,2.5260706,2.2619395,1.6428982,1.1501764,1.1532238
5,0.24173033745712882,1.2442098,0.9612842,0.8803253,0.90591145,0.95321023,1.0043311,1.1841351,1.5534672,1.9365054,2.1560516,2.267861,2.2746494,2.1415725,1.9640949,1.9499418,2.0319924,2.0322764,1.8009791,1.453139,1.1719468,1.0612435,1.008987,1.0099964,1.1735466
6,0.2417303374571288,1.2505755,0.9512485,0.8440675,0.8515229,0.8729736,0.900781,1.1132033,1.5922879,2.0389926,2.2765036,2.394835,2.4575367,2.408417,2.2988865,2.3163142,2.4076219,2.4924326,2.4533625,2.343471,2.0495217,1.5968217,1.1608284,1.021455,1.1810228
7,0.38292492254802624,1.3362349,1.101485,0.99157745,0.9444877,0.93494505,1.0410327,1.42568,2.042578,2.4159966,2.5768757,2.5942369,2.6251523,2.6375456,2.64294,2.663275,2.7149432,2.783488,2.7893193,2.7261448,2.5516038,2.0765839,1.4055164,1.061599,1.1798409
8,0.2417303374571288,1.3266231,1.1075317,1.031445,1.0166454,1.0117177,1.025106,1.2251298,1.7159513,2.2616236,2.5534654,2.6532078,2.6305032,2.5183485,2.3393605,2.2540512,2.2623897,2.1640828,1.8030117,1.3744987,1.1402795,1.0546013,1.0045897,1.0130911,1.1796128
9,0.38292492254802624,1.2645355,0.95778984,0.846762,0.83674335,0.8556296,0.93593675,1.1860653,1.6024884,1.7428838,1.5544504,1.3339245,1.5339937,2.0461776,2.5308907,2.7564464,2.7888436,2.7007005,2.4994733,2.2703967,2.1091821,1.8122464,1.300573,1.0049467,1.1230044
10,0.060597535943081926,1.2974037,1.072563,1.0252664,1.0264385,1.0184807,1.0293096,1.1959211,1.6013993,2.0797608,2.3639238,2.5045528,2.518041,2.4557114,2.324537,2.2385497,2.208169,2.058866,1.7017965,1.3118327,1.0989953,1.0106255,0.9643673,0.9854579,1.1663963
11,0.38292492254802624,1.1755542,0.8247564,0.7225742,0.7943958,0.9516832,1.1835846,1.5497223,1.9517813,2.2043247,2.349685,2.4315603,2.4645565,2.461557,2.483801,2.5684066,2.570293,2.4283473,2.0896523,1.9439152,1.8881845,1.7020226,1.2734829,1.0283307,1.142826
12,0.24173033745712882,1.165292,0.84364593,0.7748955,0.82679534,0.9149353,1.0932435,1.5218145,1.9872972,2.2165415,2.2605183,2.2616205,2.2080667,2.0370493,1.8879255,1.9531369,2.082472,2.054828,1.7337418,1.3145427,1.0208362,0.9416692,0.91665673,0.94586754,1.1375334
13,0.2417303374571288,1.2597299,1.010644,0.9481287,0.9295335,0.90627384,0.9229372,1.1371624,1.603447,2.0414133,2.2333226,2.2703292,2.2864609,2.2740383,2.2739737,2.2408402,2.1806276,1.9244332,1.5039816,1.1672059,1.052094,1.0199488,0.94399613,0.93543166,1.1272606
14,0.38292492254802624,1.2584047,0.9831333,0.9071622,0.9121484,0.92272884,0.9492576,1.1803772,1.6448259,2.063343,2.22709,2.2267554,2.1486018,2.0323734,1.9886615,2.0283484,2.0451112,1.8582366,1.5131106,1.2508205,1.1494855,1.0923969,0.9984519,0.97930026,1.1551517
15,0.24173033745712882,1.2495912,0.9337917,0.81015533,0.80580926,0.82305944,0.8518086,1.1751705,1.8563244,2.4400704,2.650964,2.6458642,2.4623027,2.042837,1.6691346,1.7008295,1.916836,1.8578377,1.4996454,1.2037022,1.1028286,1.0401974,0.9263311,0.90387654,1.1057798
16,0.24173033745712882,1.4098669,1.1959307,1.0449461,0.96708477,0.92614883,0.95029974,1.2001635,1.7520671,2.3012147,2.6047409,2.7358003,2.7779477,2.709004,2.4984217,2.29626,2.3261402,2.4410594,2.4320705,2.158651,1.6599584,1.2175608,0.9958172,0.9748614,1.1592956
17,0.24173033745712882,1.4570464,1.2856414,1.1437448,1.0053579,0.91392785,0.9068625,1.0677793,1.4625587,1.885131,2.1499565,2.3003902,2.4405267,2.5369341,2.5507567,2.5420659,2.5062299,2.4167862,2.2014148,2.0815873,2.003913,1.7212063,1.2572962,1.0408466,1.1833011
18,0.38292492254802624,1.2572107,1.0055447,0.9475654,0.94569993,0.94364774,0.968706,1.2298145,1.766508,2.2908666,2.516624,2.544448,2.435768,2.2820437,2.176548,2.133826,2.0581172,1.752264,1.3272707,1.0925156,1.077886,1.0859406,1.0052636,0.96937686,1.1371616
19,0.2417303374571288,1.2463789,0.9665915,0.90092254,0.94503486,1.0004174,1.1076245,1.3738832,1.7313638,1.884835,1.9010504,2.0121083,2.165888,2.2242546,2.2095246,2.2415447,2.3177743,2.3404834,2.1969504,1.804599,1.3704137,1.1521041,1.0229819,0.97675484,1.1326741
